"Source","Publication","Table","Variables","AllVariables"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Country code","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Framework/standard","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Level","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Detailed.level","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Age youth adult","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Age group","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Stem","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Ssa1","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Learner.home.depriv","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Leavers","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Completers","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Achievers","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Retention.rate","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Pass.rate","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate, learner characteristics inc SEN","Achievement.rate","Time period, Time identifier, Geographic level, Country code, Framework/standard, Level, Detailed.level, Age youth adult, Age group, Stem, Ssa1, Learner.home.depriv, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Time period","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Time identifier","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Geographic level","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Country code","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Country name","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Level","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Age youth adult","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Age group","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Ssa1","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Leavers","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-and-traineeships'>Apprenticeships and traineeships</a>","Achievement rate providers vol and rates","Completers","Time period, Time identifier, Geographic level, Country code, Country name, Level, Age youth adult, Age group, Ssa1, Leavers, Completers, Achievers, Retention.rate, Pass.rate, Achievement.rate, Provider type"
